ObjectId,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow
595,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Hynes Convention Center,place-hymnl,14716,12348,77,191,160,823
596,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Kenmore,place-kencl,8223,24422,77,107,317,204
597,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Kent Street,place-kntst,76,295,77,1,4,150
598,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Boston College,place-lake,0,507,77,0,7,0
599,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Dean Road,place-denrd,0,207,77,0,3,7
600,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Longwood,place-longw,4398,4514,77,57,59,726
601,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Eliot,place-eliot,0,23,77,0,0,4
602,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Museum of Fine Arts,place-mfa,895,4742,77,12,62,530
603,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Englewood Ave.,place-engav,0,150,77,0,2,5
604,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Mission Park,place-mispk,93,7456,77,1,97,177
605,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fairbanks Street,place-fbkst,0,137,77,0,2,15
606,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Newton Highlands,place-newtn,147,3550,77,2,46,271
607,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fenwood Road,place-fenwd,2,128,77,0,2,11
608,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Newton Centre,place-newto,342,3359,77,4,44,315
609,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Fenway,place-fenwy,2,66,77,0,1,9
610,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,North Station,place-north,62662,6923,77,814,90,1544
611,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Government Center,place-gover,4213,2230,77,55,29,113
612,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Northeastern University,place-nuniv,4186,14127,77,54,183,580
613,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Griggs Street,place-grigg,28,522,77,0,7,29
614,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Haymarket,place-haecl,1592,410,77,21,5,87
615,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Park Street,place-pktrm,197820,101444,77,2569,1317,4096
616,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Harvard Ave.,place-harvd,209,1455,77,3,19,35
617,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Pleasant Street,place-plsgr,1759,3693,77,23,48,1175
618,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Heath Street,place-hsmnl,0,113,77,0,1,0
619,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Prudential,place-prmnl,6738,22788,77,88,296,1004
620,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Hawes Street,place-hwsst,1,99,77,0,1,26
621,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Riverside,place-river,0,3780,77,0,49,0
622,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Hynes Convention Center,place-hymnl,2678,2078,77,35,27,134
623,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Kenmore,place-kencl,1471,3521,77,19,46,36
624,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Kent Street,place-kntst,16,33,77,0,0,26
625,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Boston College,place-lake,0,22,77,0,0,0
626,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Lechmere,place-lech,1006,0,77,13,0,13
627,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Longwood Medical Area,place-lngmd,24,441,77,0,6,15
628,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Longwood,place-longw,1,24,77,0,0,8
629,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Museum of Fine Arts,place-mfa,46,150,77,1,2,21
630,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Mission Park,place-mispk,2,336,77,0,4,7
631,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Newton Highlands,place-newtn,0,40,77,0,1,4
632,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Newton Centre,place-newto,0,21,77,0,0,5
633,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,North Station,place-north,4274,98,77,56,1,72
634,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Northeastern University,place-nuniv,181,727,77,2,9,22
635,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Park Street,place-pktrm,5901,3993,77,77,52,138
636,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Pleasant Street,place-plsgr,46,141,77,1,2,64
637,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Prudential,place-prmnl,129,548,77,2,7,36
638,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Riverside,place-river,0,60,77,0,1,0
639,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Reservoir,place-rsmnl,0,84,77,0,1,5
640,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Riverway,place-rvrwy,0,346,77,0,4,2
641,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Mary Street,place-smary,77,410,77,1,5,27
642,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,South Street,place-sougr,0,62,77,0,1,0
643,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Science Park,place-spmnl,1097,759,77,14,10,17
644,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Sutherland Road,place-sthld,0,300,77,0,4,7
645,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stplb,37,98,77,0,1,66
646,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stpul,17,128,77,0,2,24
647,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Summit Ave.,place-sumav,0,130,77,0,2,19
648,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Symphony,place-symcl,224,720,77,3,9,29
649,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Tappan Street,place-tapst,1,193,77,0,3,9
650,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Waban,place-waban,0,5,77,0,0,4
651,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Washington Street,place-wascm,6,523,77,0,7,11
652,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Woodland,place-woodl,0,50,77,0,1,3
653,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_09,NIGHT,Warren Street,place-wrnst,6,451,77,0,6,18
661,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Reservoir,place-rsmnl,830,10271,77,11,133,390
662,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Riverway,place-rvrwy,90,7967,77,1,103,75
664,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_07,EVENING,Saint Mary Street,place-smary,3606,8029,77,47,104,677
677,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Allston Street,place-alsgr,462,4,77,6,0,46
678,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Arlington,place-armnl,1108,1635,77,14,21,250
679,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Babcock Street,place-babck,210,17,77,3,0,66
680,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back of the Hill,place-bckhl,40,0,77,1,0,4
681,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Beaconsfield,place-bcnfd,428,22,77,6,0,98
682,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Square,place-bcnwa,347,0,77,5,0,18
683,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Blandford Street,place-bland,4,23,77,0,0,66
684,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brandon Hall,place-bndhl,151,5,77,2,0,24
685,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boylston,place-boyls,891,2616,77,12,34,227
686,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Packards Corner,place-brico,476,58,77,6,1,64
687,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Hills,place-brkhl,264,15,77,3,0,101
688,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brigham Circle,place-brmnl,215,0,77,3,0,10
689,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. Central,place-bucen,45,56,77,1,1,66
690,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. East,place-buest,14,20,77,0,0,66
691,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. West,place-buwst,28,41,77,0,1,67
692,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Village,place-bvmnl,433,165,77,6,2,105
693,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill,place-chhil,557,34,77,7,0,87
694,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill Ave.,place-chill,329,0,77,4,0,7
695,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chiswick Road,place-chswk,516,12,77,7,0,14
696,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Cleveland Circle,place-clmnl,237,0,77,3,0,3
697,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Copley,place-coecl,2676,2850,77,35,37,257
698,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Coolidge Corner,place-cool,612,48,77,8,1,34
699,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Dean Road,place-denrd,177,5,77,2,0,9
700,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Eliot,place-eliot,601,0,77,8,0,65
701,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Englewood Ave.,place-engav,323,2,77,4,0,7
702,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fairbanks Street,place-fbkst,269,4,77,3,0,22
703,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenwood Road,place-fenwd,40,21,77,1,0,7
704,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenway,place-fenwy,201,239,77,3,3,97
705,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,1807,6558,77,23,85,82
706,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Griggs Street,place-grigg,575,27,77,7,0,53
707,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,1271,2269,77,17,29,69
708,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Harvard Ave.,place-harvd,632,241,77,8,3,58
709,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Heath Street,place-hsmnl,256,0,77,3,0,3
710,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hawes Street,place-hwsst,28,5,77,0,0,37
711,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hynes Convention Center,place-hymnl,2090,1720,77,27,22,238
712,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kenmore,place-kencl,3253,924,77,42,12,233
713,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kent Street,place-kntst,87,6,77,1,0,37
714,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston College,place-lake,56,0,77,1,0,1
715,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Lechmere,place-lech,0,2181,77,0,28,0
716,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood Medical Area,place-lngmd,181,9,77,2,0,12
717,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood,place-longw,93,669,77,1,9,97
718,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Museum of Fine Arts,place-mfa,92,1,77,1,0,13
719,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Mission Park,place-mispk,161,0,77,2,0,7
720,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Highlands,place-newtn,469,2,77,6,0,71
721,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Centre,place-newto,723,2,77,9,0,80
722,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,131,2908,77,2,38,33
723,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Northeastern University,place-nuniv,149,19,77,2,0,15
724,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Park Street,place-pktrm,3694,10130,77,48,132,144
725,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Pleasant Street,place-plsgr,46,40,77,1,1,67
726,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Prudential,place-prmnl,181,51,77,2,1,21
727,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Riverside,place-river,920,0,77,12,0,12
728,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Reservoir,place-rsmnl,627,179,77,8,2,93
729,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Riverway,place-rvrwy,83,1,77,1,0,5
730,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Mary Street,place-smary,226,44,77,3,1,40
731,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,South Street,place-sougr,163,0,77,2,0,3
732,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Science Park,place-spmnl,18,377,77,0,5,28
733,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Sutherland Road,place-sthld,511,9,77,7,0,20
734,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stplb,45,25,77,1,0,67
735,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stpul,227,25,77,3,0,36
736,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Summit Ave.,place-sumav,211,6,77,3,0,26
737,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Symphony,place-symcl,349,33,77,5,0,19
738,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Tappan Street,place-tapst,324,0,77,4,0,14
739,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Waban,place-waban,159,0,77,2,0,57
740,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Street,place-wascm,927,8,77,12,0,32
741,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Woodland,place-woodl,552,2,77,7,0,55
742,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Warren Street,place-wrnst,639,4,77,8,0,40
743,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Allston Street,place-alsgr,1733,71,77,23,1,126
744,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Arlington,place-armnl,3617,6147,77,47,80,810
745,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Babcock Street,place-babck,738,75,77,10,1,195
746,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Back of the Hill,place-bckhl,158,7,77,2,0,14
747,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Beaconsfield,place-bcnfd,1715,140,77,22,2,264
748,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Washington Square,place-bcnwa,1398,18,77,18,0,61
749,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Blandford Street,place-bland,52,122,77,1,2,198
750,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Brandon Hall,place-bndhl,537,12,77,7,0,78
801,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Hills,place-brkhl,3729,253,77,48,3,486
802,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brigham Circle,place-brmnl,14792,153,77,192,2,366
803,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. Central,place-bucen,4436,2195,77,58,29,626
804,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. East,place-buest,3242,1674,77,42,22,647
805,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_02,EARLY_AM,Boylston,place-boyls,2505,7460,77,33,97,745
806,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. West,place-buwst,3186,678,77,41,9,597
807,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Village,place-bvmnl,7085,2041,77,92,27,551
808,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill,place-chhil,4794,162,77,62,2,390
809,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill Ave.,place-chill,1481,26,77,19,0,27
810,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chiswick Road,place-chswk,1990,162,77,26,2,51
811,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Cleveland Circle,place-clmnl,1963,0,77,25,0,25
812,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Copley,place-coecl,117636,55806,77,1528,725,5018
813,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Coolidge Corner,place-cool,7283,1158,77,95,15,204
814,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Dean Road,place-denrd,1006,34,77,13,0,34
815,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Eliot,place-eliot,1426,79,77,19,1,234
816,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_06,PM_PEAK,Newton Centre,place-newto,5673,477,77,74,6,568
817,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Englewood Ave.,place-engav,1162,1515,77,15,20,21
818,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fairbanks Street,place-fbkst,1147,93,77,15,1,99
819,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_03,AM_PEAK,Mission Park,place-mispk,6019,194,77,78,3,236
820,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenwood Road,place-fenwd,1890,459,77,25,6,176
821,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenway,place-fenwy,6608,1435,77,86,19,666
822,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,21075,179877,77,274,2336,2282
823,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Griggs Street,place-grigg,3973,280,77,52,4,282
824,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,9207,66566,77,120,864,1537
825,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Harvard Ave.,place-harvd,7247,2023,77,94,26,350
826,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Heath Street,place-hsmnl,5271,0,77,68,0,68
827,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hawes Street,place-hwsst,843,185,77,11,2,241
828,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hynes Convention Center,place-hymnl,60006,23433,77,779,304,2909
829,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kenmore,place-kencl,79247,15017,77,1029,195,2434
830,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kent Street,place-kntst,1092,173,77,14,2,232
831,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston College,place-lake,2717,0,77,35,0,35
832,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Lechmere,place-lech,0,38910,77,0,505,0
833,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood Medical Area,place-lngmd,11356,522,77,147,7,507
834,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood,place-longw,4615,990,77,60,13,598
835,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Museum of Fine Arts,place-mfa,8631,811,77,112,11,608
836,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Mission Park,place-mispk,3937,206,77,51,3,157
837,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Highlands,place-newtn,3412,274,77,44,4,274
838,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Centre,place-newto,4487,234,77,58,3,330
839,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,4638,77673,77,60,1009,588
840,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Northeastern University,place-nuniv,8265,1615,77,107,21,695
841,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Park Street,place-pktrm,115410,222458,77,1499,2889,4344
842,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Pleasant Street,place-plsgr,3699,430,77,48,6,527
843,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Prudential,place-prmnl,36359,4172,77,472,54,1306
844,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverside,place-river,3296,0,77,43,0,43
845,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Reservoir,place-rsmnl,4518,1846,77,59,24,424
846,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverway,place-rvrwy,2348,112,77,30,1,109
847,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Mary Street,place-smary,3113,727,77,40,9,272
848,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,South Street,place-sougr,567,2628,77,7,34,9
849,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Science Park,place-spmnl,958,7351,77,12,95,505
850,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sutherland Road,place-sthld,1699,70,77,22,1,72
851,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stplb,3591,659,77,47,9,565
852,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stpul,1431,214,77,19,3,220
